2016 Federal Election House of Representatives First Preferences By Candidate By Polling Place for WA [Event:20499 Phase:FinalResults Generated:2017-05-11T17:34:52 Cycle:a45ea4bc-bff6-48cb-94c5-1bbaae0c7c0d Created:2017-05-11T17:29:15 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.5.84.43192]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
WA,235,Brand,30226,Divisional Office (PREPOLL),28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),0,-12.5
WA,235,Brand,30226,Divisional Office (PREPOLL),29138,BUCHANAN,Craig,5,N,N,LP,Liberal,0,-32.14
WA,235,Brand,30226,Divisional Office (PREPOLL),999,Informal,Informal,999,N,N,,Informal,0,-6.67
WA,235,Brand,32064,Golden Bay,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,85,6.29
WA,235,Brand,32064,Golden Bay,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,500,8.29
WA,235,Brand,32064,Golden Bay,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,44,2.49
WA,235,Brand,32064,Golden Bay,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),155,3.19
WA,235,Brand,32064,Golden Bay,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,419,-10.38
WA,235,Brand,32064,Golden Bay,999,Informal,Informal,999,N,N,,Informal,42,-0.49
WA,235,Brand,7488,Hillman,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,78,5.52
WA,235,Brand,7488,Hillman,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,715,9.62
WA,235,Brand,7488,Hillman,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,41,1.65
WA,235,Brand,7488,Hillman,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),126,2.48
WA,235,Brand,7488,Hillman,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,284,-7.1
WA,235,Brand,7488,Hillman,999,Informal,Informal,999,N,N,,Informal,81,0.18
WA,235,Brand,11896,Leda,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,112,4.03
WA,235,Brand,11896,Leda,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1309,7.74
WA,235,Brand,11896,Leda,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,88,1.4
WA,235,Brand,11896,Leda,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),302,4.61
WA,235,Brand,11896,Leda,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,515,-5.84
WA,235,Brand,11896,Leda,999,Informal,Informal,999,N,N,,Informal,121,-2.53
WA,235,Brand,7496,Medina,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,108,5
WA,235,Brand,7496,Medina,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,993,8.26
WA,235,Brand,7496,Medina,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,53,1.12
WA,235,Brand,7496,Medina,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),251,4.46
WA,235,Brand,7496,Medina,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,303,-8.49
WA,235,Brand,7496,Medina,999,Informal,Informal,999,N,N,,Informal,83,-3.31
WA,235,Brand,65161,Other Mobile Team 1,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,0,0
WA,235,Brand,65161,Other Mobile Team 1,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,2,33.34
WA,235,Brand,65161,Other Mobile Team 1,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,0,0
WA,235,Brand,65161,Other Mobile Team 1,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),1,33.33
WA,235,Brand,65161,Other Mobile Team 1,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,0,-66.67
